State,Topic,Question,Response,Score,Answer
South Carolina,Please indicate your overall satisfaction with this convening,Networking Opportunities,Somewhat Satisfied,4,D-Good
South Carolina,Please indicate your overall satisfaction with this convening,Plenary Speakers,Somewhat Satisfied,4,D-Good
South Carolina,Please indicate your overall satisfaction with this convening,Subject Matter Expert Conversations,Somewhat Satisfied,4,D-Good
South Carolina,Please indicate your overall satisfaction with this convening,Peer-Led Conversations,Neutral,3,C-Average
South Carolina,Please indicate your overall satisfaction with this convening,Team Time by Affinity Group,Neutral,3,C-Average
South Carolina,Please indicate your overall satisfaction with this convening,Networking Opportunities,Somewhat Satisfied,4,D-Good
South Carolina,Please indicate your overall satisfaction with this convening,Plenary Speakers,Very Satisfied,5,E-Excellent
South Carolina,Please indicate your overall satisfaction with this convening,Subject Matter Expert Conversations,Very Satisfied,5,E-Excellent
South Carolina,Please indicate your overall satisfaction with this convening,Peer-Led Conversations,Very Satisfied,5,E-Excellent
South Carolina,Please indicate your overall satisfaction with this convening,Team Time by Affinity Group,Very Satisfied,5,E-Excellent
South Carolina,Please indicate your overall satisfaction with this convening,Networking Opportunities,Very Satisfied,5,E-Excellent
South Carolina,Please indicate your overall satisfaction with this convening,Plenary Speakers,Somewhat Satisfied,4,D-Good
South Carolina,Please indicate your overall satisfaction with this convening,Subject Matter Expert Conversations,Somewhat Dissatisfied,2,B-Fair
South Carolina,Please indicate your overall satisfaction with this convening,Peer-Led Conversations,Neutral,3,C-Average
South Carolina,Please indicate your overall satisfaction with this convening,Team Time by Affinity Group,Neutral,3,C-Average
South Carolina,Please indicate your overall satisfaction with this convening,Networking Opportunities,Neutral,3,C-Average
South Carolina,Please indicate your overall satisfaction with this convening,Subject Matter Expert Conversations,Somewhat Satisfied,4,D-Good
South Carolina,Please indicate your overall satisfaction with this convening,Peer-Led Conversations,Somewhat Satisfied,4,D-Good
South Carolina,Please indicate your overall satisfaction with this convening,Team Time by Affinity Group,Neutral,3,C-Average
South Carolina,Please indicate your overall satisfaction with this convening,Networking Opportunities,Somewhat Satisfied,4,D-Good
South Carolina,Please indicate your overall satisfaction with this convening,Plenary Speakers,Somewhat Satisfied,4,D-Good
South Carolina,Please indicate your overall satisfaction with this convening,Subject Matter Expert Conversations,Somewhat Satisfied,4,D-Good
South Carolina,Please indicate your overall satisfaction with this convening,Peer-Led Conversations,Somewhat Satisfied,4,D-Good
South Carolina,Please indicate your overall satisfaction with this convening,Team Time by Affinity Group,Neutral,3,C-Average
South Carolina,Please indicate your overall satisfaction with this convening,Networking Opportunities,Neutral,3,C-Average
South Carolina,Please indicate your overall satisfaction with this convening,Plenary Speakers,Somewhat Satisfied,4,D-Good
South Carolina,Please indicate your overall satisfaction with this convening,Subject Matter Expert Conversations,Somewhat Satisfied,4,D-Good
South Carolina,Please indicate your overall satisfaction with this convening,Peer-Led Conversations,Somewhat Satisfied,4,D-Good
South Carolina,Please indicate your overall satisfaction with this convening,Team Time by Affinity Group,Somewhat Satisfied,4,D-Good
South Carolina,Please indicate your overall satisfaction with this convening,Networking Opportunities,Somewhat Satisfied,4,D-Good
South Dakota,Please indicate your overall satisfaction with this convening,Plenary Speakers,Very Satisfied,5,E-Excellent
South Dakota,Please indicate your overall satisfaction with this convening,Subject Matter Expert Conversations,Somewhat Satisfied,4,D-Good
South Dakota,Please indicate your overall satisfaction with this convening,Peer-Led Conversations,Somewhat Satisfied,4,D-Good
South Dakota,Please indicate your overall satisfaction with this convening,Team Time by Affinity Group,Very Satisfied,5,E-Excellent
South Dakota,Please indicate your overall satisfaction with this convening,Networking Opportunities,Very Satisfied,5,E-Excellent
South Dakota,Please indicate your overall satisfaction with this convening,Plenary Speakers,Very Satisfied,5,E-Excellent
South Dakota,Please indicate your overall satisfaction with this convening,Subject Matter Expert Conversations,Somewhat Satisfied,4,D-Good
South Dakota,Please indicate your overall satisfaction with this convening,Peer-Led Conversations,Somewhat Satisfied,4,D-Good
South Dakota,Please indicate your overall satisfaction with this convening,Team Time by Affinity Group,Somewhat Satisfied,4,D-Good
South Dakota,Please indicate your overall satisfaction with this convening,Networking Opportunities,Neutral,3,C-Average
South Dakota,Please indicate your overall satisfaction with this convening,Plenary Speakers,Very Satisfied,5,E-Excellent
South Dakota,Please indicate your overall satisfaction with this convening,Subject Matter Expert Conversations,Very Satisfied,5,E-Excellent
South Dakota,Please indicate your overall satisfaction with this convening,Peer-Led Conversations,Neutral,3,C-Average
South Dakota,Please indicate your overall satisfaction with this convening,Team Time by Affinity Group,Somewhat Satisfied,4,D-Good
South Dakota,Please indicate your overall satisfaction with this convening,Networking Opportunities,Somewhat Satisfied,4,D-Good
Tennessee,Please indicate your overall satisfaction with this convening,Plenary Speakers,Somewhat Dissatisfied,2,B-Fair
Tennessee,Please indicate your overall satisfaction with this convening,Subject Matter Expert Conversations,Somewhat Dissatisfied,2,B-Fair
Tennessee,Please indicate your overall satisfaction with this convening,Peer-Led Conversations,Somewhat Dissatisfied,2,B-Fair
Tennessee,Please indicate your overall satisfaction with this convening,Team Time by Affinity Group,Somewhat Dissatisfied,2,B-Fair
Tennessee,Please indicate your overall satisfaction with this convening,Networking Opportunities,Somewhat Dissatisfied,2,B-Fair
Texas,Please indicate your overall satisfaction with this convening,Plenary Speakers,Somewhat Satisfied,4,D-Good
Texas,Please indicate your overall satisfaction with this convening,Subject Matter Expert Conversations,Somewhat Satisfied,4,D-Good
Texas,Please indicate your overall satisfaction with this convening,Peer-Led Conversations,Somewhat Satisfied,4,D-Good
Texas,Please indicate your overall satisfaction with this convening,Team Time by Affinity Group,Neutral,3,C-Average
Texas,Please indicate your overall satisfaction with this convening,Networking Opportunities,Very Satisfied,5,E-Excellent
Texas,Please indicate your overall satisfaction with this convening,Subject Matter Expert Conversations,Somewhat Satisfied,4,D-Good
Texas,Please indicate your overall satisfaction with this convening,Peer-Led Conversations,Neutral,3,C-Average
Texas,Please indicate your overall satisfaction with this convening,Team Time by Affinity Group,Somewhat Satisfied,4,D-Good
Texas,Please indicate your overall satisfaction with this convening,Networking Opportunities,Somewhat Satisfied,4,D-Good
Texas,Please indicate your overall satisfaction with this convening,Plenary Speakers,Somewhat Satisfied,4,D-Good
Texas,Please indicate your overall satisfaction with this convening,Subject Matter Expert Conversations,Somewhat Satisfied,4,D-Good
Texas,Please indicate your overall satisfaction with this convening,Peer-Led Conversations,Somewhat Satisfied,4,D-Good
Texas,Please indicate your overall satisfaction with this convening,Team Time by Affinity Group,Somewhat Dissatisfied,2,B-Fair
Texas,Please indicate your overall satisfaction with this convening,Networking Opportunities,Very Satisfied,5,E-Excellent
Texas,Please indicate your overall satisfaction with this convening,Plenary Speakers,Somewhat Satisfied,4,D-Good
Texas,Please indicate your overall satisfaction with this convening,Subject Matter Expert Conversations,Very Satisfied,5,E-Excellent
Texas,Please indicate your overall satisfaction with this convening,Peer-Led Conversations,Neutral,3,C-Average
Texas,Please indicate your overall satisfaction with this convening,Team Time by Affinity Group,Very Satisfied,5,E-Excellent
Texas,Please indicate your overall satisfaction with this convening,Networking Opportunities,Very Satisfied,5,E-Excellent
Unknown,Please indicate your overall satisfaction with this convening,Plenary Speakers,Very Satisfied,5,E-Excellent
Unknown,Please indicate your overall satisfaction with this convening,Subject Matter Expert Conversations,Very Satisfied,5,E-Excellent
Unknown,Please indicate your overall satisfaction with this convening,Peer-Led Conversations,Very Satisfied,5,E-Excellent
Unknown,Please indicate your overall satisfaction with this convening,Team Time by Affinity Group,Very Satisfied,5,E-Excellent
Unknown,Please indicate your overall satisfaction with this convening,Networking Opportunities,Very Satisfied,5,E-Excellent
Unknown,Please indicate your overall satisfaction with this convening,Plenary Speakers,Very Satisfied,5,E-Excellent
Unknown,Please indicate your overall satisfaction with this convening,Subject Matter Expert Conversations,Very Satisfied,5,E-Excellent
Unknown,Please indicate your overall satisfaction with this convening,Peer-Led Conversations,Somewhat Satisfied,4,D-Good
Unknown,Please indicate your overall satisfaction with this convening,Team Time by Affinity Group,Neutral,3,C-Average
Unknown,Please indicate your overall satisfaction with this convening,Networking Opportunities,Very Satisfied,5,E-Excellent
Unknown,Please indicate your overall satisfaction with this convening,Plenary Speakers,Very Satisfied,5,E-Excellent
Unknown,Please indicate your overall satisfaction with this convening,Subject Matter Expert Conversations,Very Satisfied,5,E-Excellent
Unknown,Please indicate your overall satisfaction with this convening,Peer-Led Conversations,Very Satisfied,5,E-Excellent
Unknown,Please indicate your overall satisfaction with this convening,Team Time by Affinity Group,Somewhat Satisfied,4,D-Good
Unknown,Please indicate your overall satisfaction with this convening,Networking Opportunities,Somewhat Satisfied,4,D-Good
Unknown,Please indicate your overall satisfaction with this convening,Plenary Speakers,Somewhat Satisfied,4,D-Good
Unknown,Please indicate your overall satisfaction with this convening,Subject Matter Expert Conversations,Somewhat Dissatisfied,2,B-Fair
Unknown,Please indicate your overall satisfaction with this convening,Peer-Led Conversations,Somewhat Satisfied,4,D-Good
Unknown,Please indicate your overall satisfaction with this convening,Team Time by Affinity Group,Neutral,3,C-Average
Unknown,Please indicate your overall satisfaction with this convening,Networking Opportunities,Very Satisfied,5,E-Excellent
Unknown,Please indicate your overall satisfaction with this convening,Plenary Speakers,Very Satisfied,5,E-Excellent
Unknown,Please indicate your overall satisfaction with this convening,Subject Matter Expert Conversations,Very Satisfied,5,E-Excellent
Unknown,Please indicate your overall satisfaction with this convening,Peer-Led Conversations,Very Satisfied,5,E-Excellent
Unknown,Please indicate your overall satisfaction with this convening,Team Time by Affinity Group,Very Satisfied,5,E-Excellent
Unknown,Please indicate your overall satisfaction with this convening,Networking Opportunities,Very Satisfied,5,E-Excellent
Unknown,Please indicate your overall satisfaction with this convening,Plenary Speakers,Very Satisfied,5,E-Excellent
Unknown,Please indicate your overall satisfaction with this convening,Subject Matter Expert Conversations,Somewhat Satisfied,4,D-Good
Unknown,Please indicate your overall satisfaction with this convening,Peer-Led Conversations,Very Satisfied,5,E-Excellent
Unknown,Please indicate your overall satisfaction with this convening,Team Time by Affinity Group,Very Satisfied,5,E-Excellent
Unknown,Please indicate your overall satisfaction with this convening,Networking Opportunities,Very Satisfied,5,E-Excellent
Unknown,Please indicate your overall satisfaction with this convening,Plenary Speakers,Somewhat Satisfied,4,D-Good
Unknown,Please indicate your overall satisfaction with this convening,Subject Matter Expert Conversations,Somewhat Satisfied,4,D-Good
Unknown,Please indicate your overall satisfaction with this convening,Peer-Led Conversations,Neutral,3,C-Average
Unknown,Please indicate your overall satisfaction with this convening,Team Time by Affinity Group,Somewhat Satisfied,4,D-Good
Unknown,Please indicate your overall satisfaction with this convening,Networking Opportunities,Somewhat Satisfied,4,D-Good
Utah,Please indicate your overall satisfaction with this convening,Plenary Speakers,Very Satisfied,5,E-Excellent
Utah,Please indicate your overall satisfaction with this convening,Subject Matter Expert Conversations,Very Satisfied,5,E-Excellent
Utah,Please indicate your overall satisfaction with this convening,Peer-Led Conversations,Somewhat Satisfied,4,D-Good
Utah,Please indicate your overall satisfaction with this convening,Team Time by Affinity Group,Somewhat Satisfied,4,D-Good
Utah,Please indicate your overall satisfaction with this convening,Networking Opportunities,Very Satisfied,5,E-Excellent
Utah,Please indicate your overall satisfaction with this convening,Plenary Speakers,Somewhat Satisfied,4,D-Good
Utah,Please indicate your overall satisfaction with this convening,Subject Matter Expert Conversations,Neutral,3,C-Average
Utah,Please indicate your overall satisfaction with this convening,Peer-Led Conversations,Very Satisfied,5,E-Excellent
Utah,Please indicate your overall satisfaction with this convening,Team Time by Affinity Group,Very Satisfied,5,E-Excellent
Utah,Please indicate your overall satisfaction with this convening,Networking Opportunities,Neutral,3,C-Average
Utah,Please indicate your overall satisfaction with this convening,Plenary Speakers,Very Satisfied,5,E-Excellent
Utah,Please indicate your overall satisfaction with this convening,Subject Matter Expert Conversations,Somewhat Satisfied,4,D-Good
Utah,Please indicate your overall satisfaction with this convening,Peer-Led Conversations,Neutral,3,C-Average
Utah,Please indicate your overall satisfaction with this convening,Team Time by Affinity Group,Neutral,3,C-Average
Utah,Please indicate your overall satisfaction with this convening,Networking Opportunities,Very Satisfied,5,E-Excellent
Virginia,Please indicate your overall satisfaction with this convening,Plenary Speakers,Somewhat Dissatisfied,2,B-Fair
Virginia,Please indicate your overall satisfaction with this convening,Subject Matter Expert Conversations,Somewhat Dissatisfied,2,B-Fair
Virginia,Please indicate your overall satisfaction with this convening,Peer-Led Conversations,Neutral,3,C-Average
Virginia,Please indicate your overall satisfaction with this convening,Team Time by Affinity Group,Neutral,3,C-Average
Virginia,Please indicate your overall satisfaction with this convening,Networking Opportunities,Neutral,3,C-Average
Virginia,Please indicate your overall satisfaction with this convening,Plenary Speakers,Very Satisfied,5,E-Excellent
Virginia,Please indicate your overall satisfaction with this convening,Subject Matter Expert Conversations,Somewhat Satisfied,4,D-Good
Virginia,Please indicate your overall satisfaction with this convening,Peer-Led Conversations,Somewhat Satisfied,4,D-Good
Virginia,Please indicate your overall satisfaction with this convening,Team Time by Affinity Group,Very Satisfied,5,E-Excellent
Virginia,Please indicate your overall satisfaction with this convening,Networking Opportunities,Very Satisfied,5,E-Excellent
Virginia,Please indicate your overall satisfaction with this convening,Plenary Speakers,Very Satisfied,5,E-Excellent
Virginia,Please indicate your overall satisfaction with this convening,Subject Matter Expert Conversations,Somewhat Satisfied,4,D-Good
Virginia,Please indicate your overall satisfaction with this convening,Peer-Led Conversations,Somewhat Satisfied,4,D-Good
Virginia,Please indicate your overall satisfaction with this convening,Team Time by Affinity Group,Neutral,3,C-Average
Virginia,Please indicate your overall satisfaction with this convening,Networking Opportunities,Somewhat Satisfied,4,D-Good
Virginia,Please indicate your overall satisfaction with this convening,Plenary Speakers,Very Satisfied,5,E-Excellent
Virginia,Please indicate your overall satisfaction with this convening,Subject Matter Expert Conversations,Very Satisfied,5,E-Excellent
Virginia,Please indicate your overall satisfaction with this convening,Peer-Led Conversations,Very Satisfied,5,E-Excellent
Virginia,Please indicate your overall satisfaction with this convening,Team Time by Affinity Group,Very Satisfied,5,E-Excellent
Virginia,Please indicate your overall satisfaction with this convening,Networking Opportunities,Very Satisfied,5,E-Excellent
Virginia,Please indicate your overall satisfaction with this convening,Plenary Speakers,Somewhat Satisfied,4,D-Good
Virginia,Please indicate your overall satisfaction with this convening,Subject Matter Expert Conversations,Somewhat Satisfied,4,D-Good
Virginia,Please indicate your overall satisfaction with this convening,Peer-Led Conversations,Very Satisfied,5,E-Excellent
Virginia,Please indicate your overall satisfaction with this convening,Team Time by Affinity Group,Very Satisfied,5,E-Excellent
Virginia,Please indicate your overall satisfaction with this convening,Networking Opportunities,Very Satisfied,5,E-Excellent
Virginia,Please indicate your overall satisfaction with this convening,Plenary Speakers,Somewhat Satisfied,4,D-Good
Virginia,Please indicate your overall satisfaction with this convening,Subject Matter Expert Conversations,Very Satisfied,5,E-Excellent
Virginia,Please indicate your overall satisfaction with this convening,Peer-Led Conversations,Very Satisfied,5,E-Excellent
Virginia,Please indicate your overall satisfaction with this convening,Team Time by Affinity Group,Very Satisfied,5,E-Excellent
Virginia,Please indicate your overall satisfaction with this convening,Networking Opportunities,Very Satisfied,5,E-Excellent
Virginia,Please indicate your overall satisfaction with this convening,Plenary Speakers,Somewhat Satisfied,4,D-Good
Virginia,Please indicate your overall satisfaction with this convening,Subject Matter Expert Conversations,Somewhat Satisfied,4,D-Good
Virginia,Please indicate your overall satisfaction with this convening,Peer-Led Conversations,Somewhat Satisfied,4,D-Good
Virginia,Please indicate your overall satisfaction with this convening,Networking Opportunities,Very Satisfied,5,E-Excellent
Virginia,Please indicate your overall satisfaction with this convening,Plenary Speakers,Somewhat Satisfied,4,D-Good
Virginia,Please indicate your overall satisfaction with this convening,Subject Matter Expert Conversations,Very Satisfied,5,E-Excellent
Virginia,Please indicate your overall satisfaction with this convening,Peer-Led Conversations,Very Satisfied,5,E-Excellent
Virginia,Please indicate your overall satisfaction with this convening,Team Time by Affinity Group,Somewhat Satisfied,4,D-Good
Virginia,Please indicate your overall satisfaction with this convening,Networking Opportunities,Somewhat Satisfied,4,D-Good
Washington,Please indicate your overall satisfaction with this convening,Plenary Speakers,Somewhat Satisfied,4,D-Good
Washington,Please indicate your overall satisfaction with this convening,Subject Matter Expert Conversations,Somewhat Satisfied,4,D-Good
Washington,Please indicate your overall satisfaction with this convening,Peer-Led Conversations,Neutral,3,C-Average
Washington,Please indicate your overall satisfaction with this convening,Team Time by Affinity Group,Somewhat Dissatisfied,2,B-Fair
Washington,Please indicate your overall satisfaction with this convening,Networking Opportunities,Very Satisfied,5,E-Excellent
Washington,Please indicate your overall satisfaction with this convening,Plenary Speakers,Very Satisfied,5,E-Excellent
Washington,Please indicate your overall satisfaction with this convening,Subject Matter Expert Conversations,Very Satisfied,5,E-Excellent
Washington,Please indicate your overall satisfaction with this convening,Peer-Led Conversations,Very Satisfied,5,E-Excellent
Washington,Please indicate your overall satisfaction with this convening,Team Time by Affinity Group,Very Satisfied,5,E-Excellent
Washington,Please indicate your overall satisfaction with this convening,Networking Opportunities,Very Satisfied,5,E-Excellent
Washington,Please indicate your overall satisfaction with this convening,Plenary Speakers,Very Satisfied,5,E-Excellent
Washington,Please indicate your overall satisfaction with this convening,Subject Matter Expert Conversations,Somewhat Satisfied,4,D-Good
Washington,Please indicate your overall satisfaction with this convening,Peer-Led Conversations,Somewhat Satisfied,4,D-Good
Washington,Please indicate your overall satisfaction with this convening,Team Time by Affinity Group,Somewhat Satisfied,4,D-Good
Washington,Please indicate your overall satisfaction with this convening,Networking Opportunities,Neutral,3,C-Average
Washington,Please indicate your overall satisfaction with this convening,Plenary Speakers,Very Satisfied,5,E-Excellent
Washington,Please indicate your overall satisfaction with this convening,Subject Matter Expert Conversations,Somewhat Satisfied,4,D-Good
Washington,Please indicate your overall satisfaction with this convening,Peer-Led Conversations,Somewhat Satisfied,4,D-Good
Washington,Please indicate your overall satisfaction with this convening,Team Time by Affinity Group,Somewhat Satisfied,4,D-Good
Washington,Please indicate your overall satisfaction with this convening,Networking Opportunities,Neutral,3,C-Average
Washington,Please indicate your overall satisfaction with this convening,Plenary Speakers,Somewhat Satisfied,4,D-Good
Washington,Please indicate your overall satisfaction with this convening,Subject Matter Expert Conversations,Somewhat Satisfied,4,D-Good
Washington,Please indicate your overall satisfaction with this convening,Peer-Led Conversations,Somewhat Dissatisfied,2,B-Fair
Washington,Please indicate your overall satisfaction with this convening,Team Time by Affinity Group,Somewhat Satisfied,4,D-Good
Washington,Please indicate your overall satisfaction with this convening,Networking Opportunities,Somewhat Satisfied,4,D-Good
Washington,Please indicate your overall satisfaction with this convening,Plenary Speakers,Somewhat Satisfied,4,D-Good
Washington,Please indicate your overall satisfaction with this convening,Subject Matter Expert Conversations,Somewhat Satisfied,4,D-Good
Washington,Please indicate your overall satisfaction with this convening,Peer-Led Conversations,Very Satisfied,5,E-Excellent
Washington,Please indicate your overall satisfaction with this convening,Team Time by Affinity Group,Somewhat Satisfied,4,D-Good
Washington,Please indicate your overall satisfaction with this convening,Networking Opportunities,Somewhat Satisfied,4,D-Good
Washington,Please indicate your overall satisfaction with this convening,Plenary Speakers,Very Satisfied,5,E-Excellent
Washington,Please indicate your overall satisfaction with this convening,Subject Matter Expert Conversations,Somewhat Satisfied,4,D-Good
Washington,Please indicate your overall satisfaction with this convening,Peer-Led Conversations,Somewhat Satisfied,4,D-Good
Washington,Please indicate your overall satisfaction with this convening,Team Time by Affinity Group,Very Satisfied,5,E-Excellent
Washington,Please indicate your overall satisfaction with this convening,Networking Opportunities,Somewhat Satisfied,4,D-Good
West Virginia,Please indicate your overall satisfaction with this convening,Plenary Speakers,Somewhat Satisfied,4,D-Good
West Virginia,Please indicate your overall satisfaction with this convening,Subject Matter Expert Conversations,Very Satisfied,5,E-Excellent
West Virginia,Please indicate your overall satisfaction with this convening,Peer-Led Conversations,Very Satisfied,5,E-Excellent
West Virginia,Please indicate your overall satisfaction with this convening,Team Time by Affinity Group,Somewhat Satisfied,4,D-Good
West Virginia,Please indicate your overall satisfaction with this convening,Networking Opportunities,Somewhat Satisfied,4,D-Good
West Virginia,Please indicate your overall satisfaction with this convening,Plenary Speakers,Very Satisfied,5,E-Excellent
West Virginia,Please indicate your overall satisfaction with this convening,Subject Matter Expert Conversations,Somewhat Satisfied,4,D-Good
West Virginia,Please indicate your overall satisfaction with this convening,Peer-Led Conversations,Very Satisfied,5,E-Excellent
West Virginia,Please indicate your overall satisfaction with this convening,Team Time by Affinity Group,Somewhat Satisfied,4,D-Good
West Virginia,Please indicate your overall satisfaction with this convening,Networking Opportunities,Somewhat Satisfied,4,D-Good
Wisconsin,Please indicate your overall satisfaction with this convening,Plenary Speakers,Somewhat Dissatisfied,2,B-Fair
Wisconsin,Please indicate your overall satisfaction with this convening,Subject Matter Expert Conversations,Neutral,3,C-Average
Wisconsin,Please indicate your overall satisfaction with this convening,Peer-Led Conversations,Somewhat Satisfied,4,D-Good
Wisconsin,Please indicate your overall satisfaction with this convening,Team Time by Affinity Group,Neutral,3,C-Average
Wisconsin,Please indicate your overall satisfaction with this convening,Networking Opportunities,Somewhat Satisfied,4,D-Good
Wyoming,Please indicate your overall satisfaction with this convening,Plenary Speakers,Somewhat Satisfied,4,D-Good
Wyoming,Please indicate your overall satisfaction with this convening,Subject Matter Expert Conversations,Somewhat Satisfied,4,D-Good
Wyoming,Please indicate your overall satisfaction with this convening,Peer-Led Conversations,Neutral,3,C-Average
Wyoming,Please indicate your overall satisfaction with this convening,Team Time by Affinity Group,Neutral,3,C-Average
Wyoming,Please indicate your overall satisfaction with this convening,Networking Opportunities,Somewhat Satisfied,4,D-Good
Wyoming,Please indicate your overall satisfaction with this convening,Plenary Speakers,Very Satisfied,5,E-Excellent
Wyoming,Please indicate your overall satisfaction with this convening,Subject Matter Expert Conversations,Very Satisfied,5,E-Excellent
Wyoming,Please indicate your overall satisfaction with this convening,Team Time by Affinity Group,Very Satisfied,5,E-Excellent
Wyoming,Please indicate your overall satisfaction with this convening,Networking Opportunities,Very Satisfied,5,E-Excellent
Wyoming,Please indicate your overall satisfaction with this convening,Plenary Speakers,Very Satisfied,5,E-Excellent
Wyoming,Please indicate your overall satisfaction with this convening,Subject Matter Expert Conversations,Somewhat Satisfied,4,D-Good
Wyoming,Please indicate your overall satisfaction with this convening,Peer-Led Conversations,Somewhat Satisfied,4,D-Good
Wyoming,Please indicate your overall satisfaction with this convening,Team Time by Affinity Group,Somewhat Satisfied,4,D-Good
Wyoming,Please indicate your overall satisfaction with this convening,Networking Opportunities,Very Satisfied,5,E-Excellent
